-4.98,2.01,0.44
-4.99,2.01,0.35
-4.99,2.01,0.26
-5.0,2.01,0.17
-5.0,2.01,0.09
-5.0,2.01,-0.0
-5.0,1.99,0.0
-5.0,1.99,-0.09
-5.0,1.99,-0.17
-4.99,1.99,-0.26
-4.99,1.99,-0.35
-4.98,1.99,-0.44
-4.97,1.99,-0.52
-4.96,1.99,-0.61
-4.95,1.99,-0.7
-4.94,1.99,-0.78
-4.92,1.99,-0.87
-4.91,1.99,-0.95
-4.89,1.99,-1.04
-4.87,1.99,-1.12
-4.85,1.99,-1.21
-4.83,1.99,-1.29
-4.81,1.99,-1.38
-4.78,1.99,-1.46
-4.76,1.99,-1.55
-4.73,1.99,-1.63
-4.7,1.99,-1.71
-4.67,1.99,-1.79
-4.64,1.99,-1.87
-4.6,1.99,-1.95
-4.57,1.99,-2.03
-4.53,1.99,-2.11
-4.49,1.99,-2.19
-4.46,1.99,-2.27
-4.41,1.99,-2.35
-4.37,1.99,-2.42
-4.33,1.99,-2.5
-4.29,1.99,-2.58
-4.24,1.99,-2.65
-4.19,1.99,-2.72
-4.15,1.99,-2.8
-4.1,1.99,-2.87
-4.05,1.99,-2.94
-3.99,1.99,-3.01
-3.94,1.99,-3.08
-3.89,1.99,-3.15
-3.83,1.99,-3.21
-3.77,1.99,-3.28
-3.72,1.99,-3.35
-3.66,1.99,-3.41
-3.6,1.99,-3.47
-3.54,1.99,-3.54
-3.47,1.99,-3.6
-3.41,1.99,-3.66
-3.35,1.99,-3.72
-3.28,1.99,-3.77
-3.21,1.99,-3.83
-3.15,1.99,-3.89
-3.08,1.99,-3.94
-3.01,1.99,-3.99
-2.94,1.99,-4.05
-2.87,1.99,-4.1
-2.8,1.99,-4.15
-2.72,1.99,-4.19
-2.65,1.99,-4.24
-2.58,1.99,-4.29
-2.5,1.99,-4.33
-2.42,1.99,-4.37
-2.35,1.99,-4.41
-2.27,1.99,-4.46
-2.19,1.99,-4.49
-2.11,1.99,-4.53
-2.03,1.99,-4.57
-1.95,1.99,-4.6
-1.87,1.99,-4.64
-1.79,1.99,-4.67
-1.71,1.99,-4.7
-1.63,1.99,-4.73
-1.55,1.99,-4.76
-1.46,1.99,-4.78
-1.38,1.99,-4.81
-1.29,1.99,-4.83
-1.21,1.99,-4.85
-1.12,1.99,-4.87
-1.04,1.99,-4.89
-0.95,1.99,-4.91
-0.87,1.99,-4.92
-0.78,1.99,-4.94
-0.7,1.99,-4.95
-0.61,1.99,-4.96
-0.52,1.99,-4.97
-0.44,1.99,-4.98
-0.35,1.99,-4.99
-0.26,1.99,-4.99
-0.17,1.99,-5.0
-0.09,1.99,-5.0
0.0,1.99,-5.0
0.09,1.99,-5.0
0.17,1.99,-5.0
0.26,1.99,-4.99
0.35,1.99,-4.99
0.44,1.99,-4.98
0.52,1.99,-4.97
0.61,1.99,-4.96
0.7,1.99,-4.95
0.78,1.99,-4.94
0.87,1.99,-4.92
0.95,1.99,-4.91
1.04,1.99,-4.89
1.12,1.99,-4.87
1.21,1.99,-4.85
1.29,1.99,-4.83
1.38,1.99,-4.81
1.46,1.99,-4.78
1.55,1.99,-4.76
1.63,1.99,-4.73
1.71,1.99,-4.7
1.79,1.99,-4.67
1.87,1.99,-4.64
1.95,1.99,-4.6
2.03,1.99,-4.57
2.11,1.99,-4.53
2.19,1.99,-4.49
2.27,1.99,-4.46
2.35,1.99,-4.41
2.42,1.99,-4.37
2.5,1.99,-4.33
2.58,1.99,-4.29
2.65,1.99,-4.24
2.72,1.99,-4.19
2.8,1.99,-4.15
2.87,1.99,-4.1
2.94,1.99,-4.05
3.01,1.99,-3.99
3.08,1.99,-3.94
3.15,1.99,-3.89
3.21,1.99,-3.83
3.28,1.99,-3.77
3.35,1.99,-3.72
3.41,1.99,-3.66
3.47,1.99,-3.6
3.54,1.99,-3.54
3.6,1.99,-3.47
3.66,1.99,-3.41
3.72,1.99,-3.35
3.77,1.99,-3.28
3.83,1.99,-3.21
3.89,1.99,-3.15
3.94,1.99,-3.08
3.99,1.99,-3.01
4.05,1.99,-2.94
4.1,1.99,-2.87
4.15,1.99,-2.8
4.19,1.99,-2.72
4.24,1.99,-2.65
4.29,1.99,-2.58
4.33,1.99,-2.5
4.37,1.99,-2.42
4.41,1.99,-2.35
4.46,1.99,-2.27
4.49,1.99,-2.19
4.53,1.99,-2.11
4.57,1.99,-2.03
4.6,1.99,-1.95
4.64,1.99,-1.87
4.67,1.99,-1.79
4.7,1.99,-1.71
4.73,1.99,-1.63
4.76,1.99,-1.55
4.78,1.99,-1.46
4.81,1.99,-1.38
4.83,1.99,-1.29
4.85,1.99,-1.21
4.87,1.99,-1.12
4.89,1.99,-1.04
4.91,1.99,-0.95
4.92,1.99,-0.87
4.94,1.99,-0.78
4.95,1.99,-0.7
4.96,1.99,-0.61
4.97,1.99,-0.52
4.98,1.99,-0.44
4.99,1.99,-0.35
4.99,1.99,-0.26
5.0,1.99,-0.17
5.0,1.99,-0.09
5.0,1.99,0.0
5.0,1.99,0.09
5.0,1.99,0.17
4.99,1.99,0.26
4.99,1.99,0.35
4.98,1.99,0.44
4.97,1.99,0.52
4.96,1.99,0.61
4.95,1.99,0.7
4.94,1.99,0.78
4.92,1.99,0.87
4.91,1.99,0.95
4.89,1.99,1.04
4.87,1.99,1.12
4.85,1.99,1.21
4.83,1.99,1.29
4.81,1.99,1.38
4.78,1.99,1.46
4.76,1.99,1.55
4.73,1.99,1.63
4.7,1.99,1.71
4.67,1.99,1.79
4.64,1.99,1.87
4.6,1.99,1.95
4.57,1.99,2.03
4.53,1.99,2.11
4.49,1.99,2.19
4.46,1.99,2.27
4.41,1.99,2.35
4.37,1.99,2.42
4.33,1.99,2.5
4.29,1.99,2.58
4.24,1.99,2.65
4.19,1.99,2.72
4.15,1.99,2.8
4.1,1.99,2.87
4.05,1.99,2.94
3.99,1.99,3.01
3.94,1.99,3.08
3.89,1.99,3.15
3.83,1.99,3.21
3.77,1.99,3.28
3.72,1.99,3.35
3.66,1.99,3.41
3.6,1.99,3.47
3.54,1.99,3.54
3.47,1.99,3.6
3.41,1.99,3.66
3.35,1.99,3.72
3.28,1.99,3.77
3.21,1.99,3.83
3.15,1.99,3.89
3.08,1.99,3.94
3.01,1.99,3.99
2.94,1.99,4.05
2.87,1.99,4.1
2.8,1.99,4.15
2.72,1.99,4.19
2.65,1.99,4.24
2.58,1.99,4.29
2.5,1.99,4.33
2.42,1.99,4.37
2.35,1.99,4.41
2.27,1.99,4.46
2.19,1.99,4.49
2.11,1.99,4.53
2.03,1.99,4.57
1.95,1.99,4.6
1.87,1.99,4.64
1.79,1.99,4.67
1.71,1.99,4.7
1.63,1.99,4.73
1.55,1.99,4.76
1.46,1.99,4.78
1.38,1.99,4.81
1.29,1.99,4.83
1.21,1.99,4.85
1.12,1.99,4.87
1.04,1.99,4.89
0.95,1.99,4.91
0.87,1.99,4.92
0.78,1.99,4.94
0.7,1.99,4.95
0.61,1.99,4.96
0.52,1.99,4.97
0.44,1.99,4.98
0.35,1.99,4.99
0.26,1.99,4.99
0.17,1.99,5.0
0.09,1.99,5.0
-0.0,1.99,5.0
-0.09,1.99,5.0
-0.17,1.99,5.0
-0.26,1.99,4.99
-0.35,1.99,4.99
-0.44,1.99,4.98
-0.52,1.99,4.97
-0.61,1.99,4.96
-0.7,1.99,4.95
-0.78,1.99,4.94
-0.87,1.99,4.92
-0.95,1.99,4.91
-1.04,1.99,4.89
-1.12,1.99,4.87
-1.21,1.99,4.85
-1.29,1.99,4.83
-1.38,1.99,4.81
-1.46,1.99,4.78
-1.55,1.99,4.76
-1.63,1.99,4.73
-1.71,1.99,4.7
-1.79,1.99,4.67
-1.87,1.99,4.64
-1.95,1.99,4.6
-2.03,1.99,4.57
-2.11,1.99,4.53
-2.19,1.99,4.49
-2.27,1.99,4.46
-2.35,1.99,4.41
-2.42,1.99,4.37
-2.5,1.99,4.33
-2.58,1.99,4.29
-2.65,1.99,4.24
-2.72,1.99,4.19
-2.8,1.99,4.15
-2.87,1.99,4.1
-2.94,1.99,4.05
-3.01,1.99,3.99
-3.08,1.99,3.94
-3.15,1.99,3.89
-3.21,1.99,3.83
-3.28,1.99,3.77
-3.35,1.99,3.72
-3.41,1.99,3.66
-3.47,1.99,3.6
-3.54,1.99,3.54
-3.6,1.99,3.47
-3.66,1.99,3.41
-3.72,1.99,3.35
-3.77,1.99,3.28
-3.83,1.99,3.21
-3.89,1.99,3.15
-3.94,1.99,3.08
-3.99,1.99,3.01
-4.05,1.99,2.94
-4.1,1.99,2.87
-4.15,1.99,2.8
-4.19,1.99,2.72
-4.24,1.99,2.65
-4.29,1.99,2.58
-4.33,1.99,2.5
-4.37,1.99,2.42
-4.41,1.99,2.35
-4.46,1.99,2.27
-4.49,1.99,2.19
-4.53,1.99,2.11
-4.57,1.99,2.03
-4.6,1.99,1.95
-4.64,1.99,1.87
-4.67,1.99,1.79
-4.7,1.99,1.71
-4.73,1.99,1.63
-4.76,1.99,1.55
-4.78,1.99,1.46
-4.81,1.99,1.38
-4.83,1.99,1.29
-4.85,1.99,1.21
-4.87,1.99,1.12
-4.89,1.99,1.04
-4.91,1.99,0.95
-4.92,1.99,0.87
-4.94,1.99,0.78
-4.95,1.99,0.7
-4.96,1.99,0.61
-4.97,1.99,0.52
-4.98,1.99,0.44
-4.99,1.99,0.35
-4.99,1.99,0.26
-5.0,1.99,0.17
-5.0,1.99,0.09
-5.0,1.99,-0.0
-5.0,1.97,0.0
-5.0,1.97,-0.09
-5.0,1.97,-0.17
-4.99,1.97,-0.26
-4.99,1.97,-0.35
-4.98,1.97,-0.44
-4.97,1.97,-0.52
-4.96,1.97,-0.61
-4.95,1.97,-0.7
-4.94,1.97,-0.78
-4.92,1.97,-0.87
-4.91,1.97,-0.95
-4.89,1.97,-1.04
-4.87,1.97,-1.12
-4.85,1.97,-1.21
-4.83,1.97,-1.29
-4.81,1.97,-1.38
-4.78,1.97,-1.46
-4.76,1.97,-1.55
-4.73,1.97,-1.63
-4.7,1.97,-1.71
-4.67,1.97,-1.79
-4.64,1.97,-1.87
-4.6,1.97,-1.95
-4.57,1.97,-2.03
-4.53,1.97,-2.11
-4.49,1.97,-2.19
-4.46,1.97,-2.27
-4.41,1.97,-2.35
-4.37,1.97,-2.42
-4.33,1.97,-2.5
-4.29,1.97,-2.58
-4.24,1.97,-2.65
-4.19,1.97,-2.72
-4.15,1.97,-2.8
-4.1,1.97,-2.87
-4.05,1.97,-2.94
-3.99,1.97,-3.01
-3.94,1.97,-3.08
-3.89,1.97,-3.15
-3.83,1.97,-3.21
-3.77,1.97,-3.28
-3.72,1.97,-3.35
-3.66,1.97,-3.41
-3.6,1.97,-3.47
-3.54,1.97,-3.54
-3.47,1.97,-3.6
-3.41,1.97,-3.66
-3.35,1.97,-3.72
-3.28,1.97,-3.77
-3.21,1.97,-3.83
-3.15,1.97,-3.89
-3.08,1.97,-3.94
-3.01,1.97,-3.99
-2.94,1.97,-4.05
-2.87,1.97,-4.1
-2.8,1.97,-4.15
-2.72,1.97,-4.19
-2.65,1.97,-4.24
-2.58,1.97,-4.29
-2.5,1.97,-4.33
-2.42,1.97,-4.37
-2.35,1.97,-4.41
-2.27,1.97,-4.46
-2.19,1.97,-4.49
-2.11,1.97,-4.53
-2.03,1.97,-4.57
-1.95,1.97,-4.6
-1.87,1.97,-4.64
-1.79,1.97,-4.67
-1.71,1.97,-4.7
-1.63,1.97,-4.73
-1.55,1.97,-4.76
-1.46,1.97,-4.78
-1.38,1.97,-4.81
-1.29,1.97,-4.83
-1.21,1.97,-4.85
-1.12,1.97,-4.87
-1.04,1.97,-4.89
-0.95,1.97,-4.91
-0.87,1.97,-4.92
-0.78,1.97,-4.94
-0.7,1.97,-4.95
-0.61,1.97,-4.96
-0.52,1.97,-4.97
-0.44,1.97,-4.98
-0.35,1.97,-4.99
-0.26,1.97,-4.99
-0.17,1.97,-5.0
-0.09,1.97,-5.0
0.0,1.97,-5.0
0.09,1.97,-5.0
0.17,1.97,-5.0
0.26,1.97,-4.99
0.35,1.97,-4.99
0.44,1.97,-4.98
0.52,1.97,-4.97
0.61,1.97,-4.96
0.7,1.97,-4.95
0.78,1.97,-4.94
0.87,1.97,-4.92
0.95,1.97,-4.91
1.04,1.97,-4.89
1.12,1.97,-4.87
1.21,1.97,-4.85
1.29,1.97,-4.83
1.38,1.97,-4.81
1.46,1.97,-4.78
1.55,1.97,-4.76
1.63,1.97,-4.73
1.71,1.97,-4.7
1.79,1.97,-4.67
1.87,1.97,-4.64
1.95,1.97,-4.6
2.03,1.97,-4.57
2.11,1.97,-4.53
2.19,1.97,-4.49
2.27,1.97,-4.46
2.35,1.97,-4.41
2.42,1.97,-4.37
2.5,1.97,-4.33
2.58,1.97,-4.29
2.65,1.97,-4.24
2.72,1.97,-4.19
2.8,1.97,-4.15
2.87,1.97,-4.1
2.94,1.97,-4.05
3.01,1.97,-3.99
3.08,1.97,-3.94
3.15,1.97,-3.89
3.21,1.97,-3.83
3.28,1.97,-3.77
3.35,1.97,-3.72
3.41,1.97,-3.66
3.47,1.97,-3.6
3.54,1.97,-3.54
3.6,1.97,-3.47
3.66,1.97,-3.41
3.72,1.97,-3.35
3.77,1.97,-3.28
3.83,1.97,-3.21
3.89,1.97,-3.15
3.94,1.97,-3.08
3.99,1.97,-3.01
4.05,1.97,-2.94
4.1,1.97,-2.87
4.15,1.97,-2.8
4.19,1.97,-2.72
4.24,1.97,-2.65
4.29,1.97,-2.58
4.33,1.97,-2.5
4.37,1.97,-2.42
4.41,1.97,-2.35
4.46,1.97,-2.27
4.49,1.97,-2.19
4.53,1.97,-2.11
4.57,1.97,-2.03
4.6,1.97,-1.95
4.64,1.97,-1.87
4.67,1.97,-1.79
4.7,1.97,-1.71
4.73,1.97,-1.63
4.76,1.97,-1.55
4.78,1.97,-1.46
4.81,1.97,-1.38
4.83,1.97,-1.29
4.85,1.97,-1.21
4.87,1.97,-1.12
4.89,1.97,-1.04
4.91,1.97,-0.95
4.92,1.97,-0.87
4.94,1.97,-0.78
4.95,1.97,-0.7
4.96,1.97,-0.61
4.97,1.97,-0.52
4.98,1.97,-0.44
4.99,1.97,-0.35
4.99,1.97,-0.26
5.0,1.97,-0.17
5.0,1.97,-0.09
5.0,1.97,0.0
5.0,1.97,0.09
5.0,1.97,0.17
4.99,1.97,0.26
4.99,1.97,0.35
4.98,1.97,0.44
4.97,1.97,0.52
4.96,1.97,0.61
4.95,1.97,0.7
4.94,1.97,0.78
4.92,1.97,0.87
4.91,1.97,0.95
4.89,1.97,1.04
4.87,1.97,1.12
4.85,1.97,1.21
4.83,1.97,1.29
4.81,1.97,1.38
4.78,1.97,1.46
4.76,1.97,1.55
4.73,1.97,1.63
4.7,1.97,1.71
4.67,1.97,1.79
4.64,1.97,1.87
4.6,1.97,1.95
4.57,1.97,2.03
4.53,1.97,2.11
4.49,1.97,2.19
4.46,1.97,2.27
4.41,1.97,2.35
4.37,1.97,2.42
4.33,1.97,2.5
4.29,1.97,2.58
4.24,1.97,2.65
4.19,1.97,2.72
4.15,1.97,2.8
4.1,1.97,2.87
4.05,1.97,2.94
3.99,1.97,3.01
3.94,1.97,3.08
3.89,1.97,3.15
3.83,1.97,3.21
3.77,1.97,3.28
3.72,1.97,3.35
3.66,1.97,3.41
3.6,1.97,3.47
3.54,1.97,3.54
3.47,1.97,3.6
3.41,1.97,3.66
3.35,1.97,3.72
3.28,1.97,3.77
3.21,1.97,3.83
3.15,1.97,3.89
3.08,1.97,3.94
3.01,1.97,3.99
2.94,1.97,4.05
2.87,1.97,4.1
2.8,1.97,4.15
2.72,1.97,4.19
2.65,1.97,4.24
2.58,1.97,4.29
2.5,1.97,4.33
2.42,1.97,4.37
2.35,1.97,4.41
2.27,1.97,4.46
2.19,1.97,4.49
2.11,1.97,4.53
2.03,1.97,4.57
1.95,1.97,4.6
1.87,1.97,4.64
1.79,1.97,4.67
1.71,1.97,4.7
1.63,1.97,4.73
1.55,1.97,4.76
1.46,1.97,4.78
1.38,1.97,4.81
1.29,1.97,4.83
1.21,1.97,4.85
1.12,1.97,4.87
1.04,1.97,4.89
0.95,1.97,4.91
0.87,1.97,4.92
0.78,1.97,4.94
0.7,1.97,4.95
0.61,1.97,4.96
0.52,1.97,4.97
0.44,1.97,4.98
0.35,1.97,4.99
0.26,1.97,4.99
0.17,1.97,5.0
0.09,1.97,5.0
-0.0,1.97,5.0
-0.09,1.97,5.0
-0.17,1.97,5.0
-0.26,1.97,4.99
-0.35,1.97,4.99
-0.44,1.97,4.98
-0.52,1.97,4.97
-0.61,1.97,4.96
-0.7,1.97,4.95
-0.78,1.97,4.94
-0.87,1.97,4.92
-0.95,1.97,4.91
-1.04,1.97,4.89
-1.12,1.97,4.87
-1.21,1.97,4.85
-1.29,1.97,4.83
-1.38,1.97,4.81
-1.46,1.97,4.78
-1.55,1.97,4.76
-1.63,1.97,4.73
-1.71,1.97,4.7
-1.79,1.97,4.67
-1.87,1.97,4.64
-1.95,1.97,4.6
-2.03,1.97,4.57
-2.11,1.97,4.53
-2.19,1.97,4.49
-2.27,1.97,4.46
-2.35,1.97,4.41
-2.42,1.97,4.37
-2.5,1.97,4.33
-2.58,1.97,4.29
-2.65,1.97,4.24
-2.72,1.97,4.19
-2.8,1.97,4.15
-2.87,1.97,4.1
-2.94,1.97,4.05
-3.01,1.97,3.99
-3.08,1.97,3.94
-3.15,1.97,3.89
-3.21,1.97,3.83
-3.28,1.97,3.77
-3.35,1.97,3.72
-3.41,1.97,3.66
-3.47,1.97,3.6
-3.54,1.97,3.54
-3.6,1.97,3.47
-3.66,1.97,3.41
-3.72,1.97,3.35
-3.77,1.97,3.28
-3.83,1.97,3.21
-3.89,1.97,3.15
-3.94,1.97,3.08
-3.99,1.97,3.01
-4.05,1.97,2.94
-4.1,1.97,2.87
-4.15,1.97,2.8
-4.19,1.97,2.72
-4.24,1.97,2.65
-4.29,1.97,2.58
-4.33,1.97,2.5
-4.37,1.97,2.42
-4.41,1.97,2.35
-4.46,1.97,2.27
-4.49,1.97,2.19
-4.53,1.97,2.11
-4.57,1.97,2.03
-4.6,1.97,1.95
-4.64,1.97,1.87
-4.67,1.97,1.79
-4.7,1.97,1.71
-4.73,1.97,1.63
-4.76,1.97,1.55
-4.78,1.97,1.46
-4.81,1.97,1.38
-4.83,1.97,1.29
-4.85,1.97,1.21
-4.87,1.97,1.12
-4.89,1.97,1.04
-4.91,1.97,0.95
-4.92,1.97,0.87
-4.94,1.97,0.78
-4.95,1.97,0.7
-4.96,1.97,0.61
-4.97,1.97,0.52
-4.98,1.97,0.44
-4.99,1.97,0.35
-4.99,1.97,0.26
-5.0,1.97,0.17
-5.0,1.97,0.09
-5.0,1.97,-0.0
-5.0,1.95,0.0
-5.0,1.95,-0.09
-5.0,1.95,-0.17
-4.99,1.95,-0.26
-4.99,1.95,-0.35
-4.98,1.95,-0.44
-4.97,1.95,-0.52
-4.96,1.95,-0.61
-4.95,1.95,-0.7
-4.94,1.95,-0.78
-4.92,1.95,-0.87
-4.91,1.95,-0.95
-4.89,1.95,-1.04
-4.87,1.95,-1.12
-4.85,1.95,-1.21
-4.83,1.95,-1.29
-4.81,1.95,-1.38
-4.78,1.95,-1.46
-4.76,1.95,-1.55
-4.73,1.95,-1.63
-4.7,1.95,-1.71
-4.67,1.95,-1.79
-4.64,1.95,-1.87
-4.6,1.95,-1.95
-4.57,1.95,-2.03
-4.53,1.95,-2.11
-4.49,1.95,-2.19
-4.46,1.95,-2.27
-4.41,1.95,-2.35
-4.37,1.95,-2.42
-4.33,1.95,-2.5
-4.29,1.95,-2.58
-4.24,1.95,-2.65
-4.19,1.95,-2.72
-4.15,1.95,-2.8
-4.1,1.95,-2.87
-4.05,1.95,-2.94
-3.99,1.95,-3.01
-3.94,1.95,-3.08
-3.89,1.95,-3.15
-3.83,1.95,-3.21
-3.77,1.95,-3.28
-3.72,1.95,-3.35
-3.66,1.95,-3.41
-3.6,1.95,-3.47
-3.54,1.95,-3.54
-3.47,1.95,-3.6
-3.41,1.95,-3.66
-3.35,1.95,-3.72
-3.28,1.95,-3.77
-3.21,1.95,-3.83
-3.15,1.95,-3.89
-3.08,1.95,-3.94
-3.01,1.95,-3.99
-2.94,1.95,-4.05
-2.87,1.95,-4.1
-2.8,1.95,-4.15
-2.72,1.95,-4.19
-2.65,1.95,-4.24
-2.58,1.95,-4.29
-2.5,1.95,-4.33
-2.42,1.95,-4.37
-2.35,1.95,-4.41
-2.27,1.95,-4.46
-2.19,1.95,-4.49
-2.11,1.95,-4.53
-2.03,1.95,-4.57
-1.95,1.95,-4.6
-1.87,1.95,-4.64
-1.79,1.95,-4.67
-1.71,1.95,-4.7
-1.63,1.95,-4.73
-1.55,1.95,-4.76
-1.46,1.95,-4.78
-1.38,1.95,-4.81
-1.29,1.95,-4.83
-1.21,1.95,-4.85
-1.12,1.95,-4.87
-1.04,1.95,-4.89
-0.95,1.95,-4.91
-0.87,1.95,-4.92
-0.78,1.95,-4.94
-0.7,1.95,-4.95
-0.61,1.95,-4.96
-0.52,1.95,-4.97
-0.44,1.95,-4.98
-0.35,1.95,-4.99
-0.26,1.95,-4.99
-0.17,1.95,-5.0
-0.09,1.95,-5.0
0.0,1.95,-5.0
0.09,1.95,-5.0
0.17,1.95,-5.0
0.26,1.95,-4.99
0.35,1.95,-4.99
0.44,1.95,-4.98
0.52,1.95,-4.97
0.61,1.95,-4.96
0.7,1.95,-4.95
0.78,1.95,-4.94
0.87,1.95,-4.92
0.95,1.95,-4.91
1.04,1.95,-4.89
1.12,1.95,-4.87
1.21,1.95,-4.85
1.29,1.95,-4.83
1.38,1.95,-4.81
1.46,1.95,-4.78
1.55,1.95,-4.76
1.63,1.95,-4.73
1.71,1.95,-4.7
1.79,1.95,-4.67
1.87,1.95,-4.64
1.95,1.95,-4.6
2.03,1.95,-4.57
2.11,1.95,-4.53
2.19,1.95,-4.49
2.27,1.95,-4.46
2.35,1.95,-4.41
2.42,1.95,-4.37
2.5,1.95,-4.33
2.58,1.95,-4.29
2.65,1.95,-4.24
2.72,1.95,-4.19
2.8,1.95,-4.15
2.87,1.95,-4.1
2.94,1.95,-4.05
3.01,1.95,-3.99
3.08,1.95,-3.94
3.15,1.95,-3.89
3.21,1.95,-3.83
3.28,1.95,-3.77
3.35,1.95,-3.72
3.41,1.95,-3.66
3.47,1.95,-3.6
3.54,1.95,-3.54
3.6,1.95,-3.47
3.66,1.95,-3.41
3.72,1.95,-3.35
3.77,1.95,-3.28
3.83,1.95,-3.21
3.89,1.95,-3.15
3.94,1.95,-3.08
3.99,1.95,-3.01
4.05,1.95,-2.94
4.1,1.95,-2.87
4.15,1.95,-2.8
4.19,1.95,-2.72
4.24,1.95,-2.65
4.29,1.95,-2.58
4.33,1.95,-2.5
4.37,1.95,-2.42
4.41,1.95,-2.35
4.46,1.95,-2.27
4.49,1.95,-2.19
4.53,1.95,-2.11
4.57,1.95,-2.03
4.6,1.95,-1.95
4.64,1.95,-1.87
4.67,1.95,-1.79
4.7,1.95,-1.71
4.73,1.95,-1.63
4.76,1.95,-1.55
4.78,1.95,-1.46
4.81,1.95,-1.38
4.83,1.95,-1.29
4.85,1.95,-1.21
4.87,1.95,-1.12
4.89,1.95,-1.04
4.91,1.95,-0.95
4.92,1.95,-0.87
4.94,1.95,-0.78
4.95,1.95,-0.7
4.96,1.95,-0.61
4.97,1.95,-0.52
4.98,1.95,-0.44
4.99,1.95,-0.35
4.99,1.95,-0.26
5.0,1.95,-0.17
5.0,1.95,-0.09
5.0,1.95,0.0
5.0,1.95,0.09
5.0,1.95,0.17
4.99,1.95,0.26
4.99,1.95,0.35
4.98,1.95,0.44
4.97,1.95,0.52
4.96,1.95,0.61
4.95,1.95,0.7
4.94,1.95,0.78
4.92,1.95,0.87
4.91,1.95,0.95
4.89,1.95,1.04
4.87,1.95,1.12
4.85,1.95,1.21
4.83,1.95,1.29
4.81,1.95,1.38
4.78,1.95,1.46
4.76,1.95,1.55
4.73,1.95,1.63
4.7,1.95,1.71
4.67,1.95,1.79
4.64,1.95,1.87
4.6,1.95,1.95
4.57,1.95,2.03
4.53,1.95,2.11
4.49,1.95,2.19
4.46,1.95,2.27
4.41,1.95,2.35
4.37,1.95,2.42
4.33,1.95,2.5
4.29,1.95,2.58
4.24,1.95,2.65
4.19,1.95,2.72
4.15,1.95,2.8
4.1,1.95,2.87
4.05,1.95,2.94
3.99,1.95,3.01
3.94,1.95,3.08
3.89,1.95,3.15
3.83,1.95,3.21
3.77,1.95,3.28
3.72,1.95,3.35
3.66,1.95,3.41
3.6,1.95,3.47
3.54,1.95,3.54
3.47,1.95,3.6
3.41,1.95,3.66
3.35,1.95,3.72
3.28,1.95,3.77
3.21,1.95,3.83
3.15,1.95,3.89
3.08,1.95,3.94
3.01,1.95,3.99
2.94,1.95,4.05
2.87,1.95,4.1
2.8,1.95,4.15
2.72,1.95,4.19
2.65,1.95,4.24
2.58,1.95,4.29
2.5,1.95,4.33
2.42,1.95,4.37
2.35,1.95,4.41
2.27,1.95,4.46
2.19,1.95,4.49
2.11,1.95,4.53
2.03,1.95,4.57
1.95,1.95,4.6
1.87,1.95,4.64
1.79,1.95,4.67
1.71,1.95,4.7
1.63,1.95,4.73
1.55,1.95,4.76
1.46,1.95,4.78
1.38,1.95,4.81
1.29,1.95,4.83
1.21,1.95,4.85
1.12,1.95,4.87
1.04,1.95,4.89
0.95,1.95,4.91
0.87,1.95,4.92
0.78,1.95,4.94
0.7,1.95,4.95
0.61,1.95,4.96
0.52,1.95,4.97
0.44,1.95,4.98
0.35,1.95,4.99
0.26,1.95,4.99
0.17,1.95,5.0
0.09,1.95,5.0
-0.0,1.95,5.0
-0.09,1.95,5.0
-0.17,1.95,5.0
-0.26,1.95,4.99
-0.35,1.95,4.99
-0.44,1.95,4.98
-0.52,1.95,4.97
-0.61,1.95,4.96
-0.7,1.95,4.95
-0.78,1.95,4.94
-0.87,1.95,4.92
-0.95,1.95,4.91
-1.04,1.95,4.89
-1.12,1.95,4.87
-1.21,1.95,4.85
-1.29,1.95,4.83
-1.38,1.95,4.81
-1.46,1.95,4.78
-1.55,1.95,4.76
-1.63,1.95,4.73
-1.71,1.95,4.7
-1.79,1.95,4.67
-1.87,1.95,4.64
-1.95,1.95,4.6
-2.03,1.95,4.57
-2.11,1.95,4.53
-2.19,1.95,4.49
-2.27,1.95,4.46
-2.35,1.95,4.41
-2.42,1.95,4.37
-2.5,1.95,4.33
-2.58,1.95,4.29
-2.65,1.95,4.24
-2.72,1.95,4.19
-2.8,1.95,4.15
-2.87,1.95,4.1
-2.94,1.95,4.05
-3.01,1.95,3.99
-3.08,1.95,3.94
-3.15,1.95,3.89
-3.21,1.95,3.83
-3.28,1.95,3.77
-3.35,1.95,3.72
-3.41,1.95,3.66
-3.47,1.95,3.6
-3.54,1.95,3.54
-3.6,1.95,3.47
-3.66,1.95,3.41
-3.72,1.95,3.35
-3.77,1.95,3.28
-3.83,1.95,3.21
-3.89,1.95,3.15
-3.94,1.95,3.08
-3.99,1.95,3.01
-4.05,1.95,2.94
-4.1,1.95,2.87
-4.15,1.95,2.8
-4.19,1.95,2.72
-4.24,1.95,2.65
-4.29,1.95,2.58
-4.33,1.95,2.5
-4.37,1.95,2.42
-4.41,1.95,2.35
-4.46,1.95,2.27
-4.49,1.95,2.19
-4.53,1.95,2.11
-4.57,1.95,2.03
-4.6,1.95,1.95
-4.64,1.95,1.87
-4.67,1.95,1.79
-4.7,1.95,1.71
-4.73,1.95,1.63
-4.76,1.95,1.55
-4.78,1.95,1.46
-4.81,1.95,1.38
-4.83,1.95,1.29
-4.85,1.95,1.21
-4.87,1.95,1.12
